deg,width,T,func,sigma,trace_before,trace_after,trace_delta,top_eig_before,top_eig_after
5,1,40,4,1e-06,13681.2844090955,13687.262042867726,5.97763377222509,13042.8623046875,13038.4609375
5,1,40,4,1e-08,13681.28440067686,13690.058061270878,8.77366059401902,13042.8623046875,13052.310546875
5,7,20,0,0.0001,52743.88575503701,47994.37990951538,-4749.505845521628,40904.0078125,39820.203125
5,7,20,0,1e-06,52743.88575503701,55470.413578913765,2726.527823876757,40904.0078125,41331.4921875
5,7,20,0,1e-08,52743.88575503701,52717.02932257401,-26.856432462998782,40904.0078125,40884.453125
5,7,20,1,0.0001,50919.63057454427,61195.46864091589,10275.838066371616,47105.9453125,51548.05859375
5,7,20,1,1e-06,50919.63064778646,50849.59888305664,-70.03176472981431,47105.94140625,47139.796875
5,7,20,1,1e-08,50919.63064778646,50911.890020751955,-7.740627034501813,47105.94140625,47170.32421875
5,7,20,2,0.0001,59525.557295636434,82071.43983289931,22545.882537262878,50893.66796875,55787.91796875
5,7,20,2,1e-06,59525.55717654344,59904.44294364497,378.8857671015285,50893.66796875,50989.55859375
5,7,20,2,1e-08,59525.55727181784,59560.94584841844,35.38857660060603,50893.66796875,50913.4609375
5,7,20,3,0.0001,50082.06547137004,49584.32518368676,-497.7402876832857,40371.0546875,40734.62109375
5,7,20,3,1e-06,50082.065667873474,50160.823605421116,78.75793754764163,40371.0546875,40353.66015625
5,7,20,3,1e-08,50082.06566191882,50082.966141863566,0.9004799447429832,40371.0546875,40368.3515625
5,7,20,4,0.0001,52539.99178059896,62907.35694110577,10367.365160506808,44171.54296875,46421.91796875
5,7,20,4,1e-06,52539.99178059896,52593.959075927734,53.967295328773616,44171.54296875,44301.25390625
5,7,20,4,1e-08,52539.99178059896,52505.58152770996,-34.41025288899982,44171.54296875,44152.74609375
5,7,40,0,0.0001,43771.817314453125,76208.97708407315,32437.159769620026,44529.10546875,63931.8515625
5,7,40,0,1e-06,43771.817314453125,57663.7927734375,13891.975458984372,44529.10546875,44414.734375
5,7,40,0,1e-08,43771.81715820313,43769.29225585938,-2.52490234375,44529.10546875,44522.69921875
5,7,40,1,0.0001,54566.02582465278,46712.02399902344,-7854.001825629341,43680.25390625,46232.12109375
5,7,40,1,1e-06,54566.02582465278,55446.40353732639,880.3777126736095,43680.2578125,43808.26953125
5,7,40,1,1e-08,54566.02582465278,54583.70675998264,17.680935329859494,43680.2578125,43666.62109375
5,7,40,2,0.0001,48856.79783460829,45015.41664123535,-3841.3811933729376,42290.81640625,45042.06640625
5,7,40,2,1e-06,48856.79785043222,49464.3698159677,607.5719655354842,42290.81640625,42573.9375
5,7,40,2,1e-08,48856.79783347801,48884.70364153827,27.905808060255367,42290.81640625,42316.125
5,7,40,3,0.0001,46261.42116411994,90723.51483154297,44462.093667423025,50389.69140625,61385.36328125
5,7,40,3,1e-06,46261.42116411994,51333.76023517269,5072.339071052746,50389.69140625,50666.15234375
5,7,40,3,1e-08,46261.42116411994,46312.57658835018,51.15542423023726,50389.69140625,50440.6796875
5,7,40,4,0.0001,43670.37048688616,57113.95327982088,13443.582792934722,35489.1484375,46896.64453125
5,7,40,4,1e-06,43670.370598493304,70707.20241477272,27036.831816279417,35489.1484375,35302.4140625
5,7,40,4,1e-08,43670.37054268973,43612.73341936384,-57.63712332589057,35489.1484375,35473.37890625
5,14,20,0,0.0001,108720.29262181332,128331.54599056604,19611.253368752718,87017.4375,97194.59375
5,14,20,0,1e-06,108720.2925961143,108805.13698858964,84.84439247533737,87017.4375,86831.5
5,14,20,0,1e-08,108720.29263466282,108612.54322574013,-107.7494089226966,87017.4375,86917.140625
5,14,20,1,0.0001,101007.39457800033,93143.9772995283,-7863.417278472029,84278.0859375,84725.3828125
5,14,20,1,1e-06,101007.39453644448,101115.54393492354,108.14939847905771,84278.0859375,84595.2265625
5,14,20,1,1e-08,101007.39457800033,101013.01707426031,5.622496259980835,84278.0859375,84272.6875
5,14,20,2,0.0001,101415.78611480213,81323.54869887407,-20092.23741592806,89773.3359375,84876.328125
5,14,20,2,1e-06,101415.78613081135,102939.31184362192,1523.5257128105732,89773.3359375,90826.4453125
5,14,20,2,1e-08,101415.78616282978,101433.86835217084,18.082189341061166,89773.3359375,89782.3671875
5,14,20,3,0.0001,91460.74723122337,71524.75411224365,-19935.99311897972,77822.6953125,76277.8671875
5,14,20,3,1e-06,91460.74682062323,88044.83173828125,-3415.915082341977,77822.6953125,77867.3671875
5,14,20,3,1e-08,91460.74682062323,91385.42747358842,-75.3193470348051,77822.6953125,77783.5234375
5,14,20,4,0.0001,81753.18889010683,94546.05666118421,12792.867771077377,69693.7890625,81583.265625
5,14,20,4,1e-06,81753.18896982621,80331.01844230531,-1422.1705275208951,69693.7890625,69814.140625
5,14,20,4,1e-08,81753.18925382652,81783.50389379385,30.31463996732782,69693.7890625,69714.25
5,14,40,0,0.0001,49009.287282307945,68531.62446995785,19522.337187649908,59971.21484375,76624.734375
5,14,40,0,1e-06,49009.2873196072,49437.75924343533,428.471923828125,59971.21484375,60037.109375
5,14,40,0,1e-08,49009.2873196072,49034.199815538195,24.91249593099201,59971.21484375,60025.58984375
5,14,40,1,0.0001,56284.64493164062,135950.02392578125,79665.37899414063,66850.8515625,80188.125
5,14,40,1,1e-06,56284.64493164062,56528.92426757813,244.2793359375064,66850.8515625,67512.2109375
5,14,40,1,1e-08,56284.64493164062,56287.630087890626,2.9851562500043656,66850.8515625,66899.296875
5,14,40,2,0.0001,71061.05797054894,45371.058837890625,-25689.99913265831,75913.8828125,65497.0390625
5,14,40,2,1e-06,71061.05816007915,103858.58966619318,32797.53150611403,75913.8828125,76564.4921875
5,14,40,2,1e-08,71061.05807655735,71039.10889314351,-21.949183413846185,75913.8828125,75901.4609375
5,14,40,3,0.0001,57735.33736843533,53809.59771966934,-3925.739648765986,64884.4921875,65875.25
5,14,40,3,1e-06,57735.33739217123,57775.50853135851,40.17113918728137,64884.4921875,65162.39453125
5,14,40,3,1e-08,57735.33737860786,57667.874386257594,-67.46299235026527,64884.4921875,64855.62109375
5,14,40,4,0.0001,49211.068234327366,59269.854287790695,10058.78605346333,58601.99609375,57707.9375
5,14,40,4,1e-06,49211.068228372715,48371.45462772764,-839.6136006450761,58601.99609375,58185.8359375
5,14,40,4,1e-08,49211.06824028201,49217.34623755478,6.277997272773064,58601.99609375,58604.375
5,20,20,0,0.0001,117325.1996459961,102423.57327791539,-14901.626368080702,110458.34375,127587.390625
5,20,20,0,1e-06,117325.1996459961,122215.21078565644,4890.011139660346,110458.34375,110373.7734375
5,20,20,0,1e-08,117325.1996459961,117223.79503377278,-101.40461222331214,110458.34375,110353.34375
5,20,20,1,0.0001,132252.398043119,85513.87647019219,-46738.52157292681,108276.703125,117909.296875
5,20,20,1,1e-06,132252.398043119,130056.30973815918,-2196.0883049598197,108276.703125,107909.6015625
5,20,20,1,1e-08,132252.398043119,132207.64208984375,-44.75595327524934,108276.703125,108262.6796875
5,20,20,2,0.0001,91462.17231750488,121337.08990071615,29874.917583211267,94144.328125,98368.6328125
5,20,20,2,1e-06,91462.17232186453,91626.9615500314,164.789228166861,94144.328125,94165.90625
5,20,20,2,1e-08,91462.17233058384,91413.84460449219,-48.32772609165113,94144.328125,94102.0859375
5,20,20,3,0.0001,90389.85453033447,119168.31956845238,28778.46503811791,93611.671875,100551.125
5,20,20,3,1e-06,90389.85439300537,90368.47654397147,-21.37784903390275,93611.671875,93573.5546875
5,20,20,3,1e-08,90389.8543951852,90452.18746948242,62.333074297217536,93611.671875,93657.765625
5,20,20,4,0.0001,105983.41986301968,129402.92913333954,23419.50927031986,91725.234375,105054.2109375
5,20,20,4,1e-06,105983.41980198452,103077.46149501516,-2905.9583069693617,91725.234375,92174.8984375
5,20,20,4,1e-08,105983.41985866001,106005.9093082973,22.48944963728718,91725.234375,91764.5078125
5,20,40,0,0.0001,91275.16801757812,120543.48046875,29268.312451171878,111949.3203125,115795.4765625
5,20,40,0,1e-06,91275.16801757812,96248.30828683036,4973.140269252239,111949.3203125,112332.7265625
5,20,40,0,1e-08,91275.16801757812,91371.46087239584,96.29285481771512,111949.3203125,112007.1640625
5,20,40,1,0.0001,88343.7733001709,168230.156286991,79886.3829868201,102961.3515625,137608.625
5,20,40,1,1e-06,88343.77327728271,89754.9432296753,1411.1699523925781,102961.3515625,103693.40625
5,20,40,1,1e-08,88343.77327728271,88385.37586212158,41.60258483886719,102961.3515625,103042.625
5,20,40,2,0.0001,85581.43460121637,247474.0263671875,161892.59176597113,103463.46875,148307.75
5,20,40,2,1e-06,85581.43460121637,85101.36543061462,-480.0691706017533,103463.46875,103688.4765625
5,20,40,2,1e-08,85581.43460121637,85745.78430021262,164.34969899624411,103463.46875,103597.2421875
5,20,40,3,0.0001,98755.28344409497,264983.97513020836,166228.6916861134,115518.5546875,146850.46875
5,20,40,3,1e-06,98755.28306361607,102261.25672496449,3505.9736613484274,115518.5546875,114881.9453125
5,20,40,3,1e-08,98755.28303825081,98742.86923891539,-12.413799335423391,115518.5546875,115544.9921875
5,20,40,4,0.0001,119370.47617020566,92082.56448215392,-27287.91168805174,117955.8046875,119860.015625
5,20,40,4,1e-06,119370.47617229233,162272.78125,42902.30507770767,117955.8046875,117325.3203125
5,20,40,4,1e-08,119370.47620150575,119221.13492421208,-149.34127729367174,117955.8046875,117843.7578125
1,1,20,0,1e-05,279.5367098852992,462.0191020202637,182.48239213496447,264.4375,263.26416015625
1,1,20,0,1e-07,279.53671218007804,279.8775447070599,0.34083252698184197,264.4375,264.62921142578125
1,1,20,0,1e-09,279.5367121502757,279.5743474945426,0.03763534426690285,264.4375,264.4620666503906
1,1,20,0,1e-11,279.53671057075263,279.54182858914135,0.005118018388714063,264.4375,264.43939208984375
1,1,20,1,1e-05,344.73244212533154,352.1413956133779,7.408953488046336,261.1551513671875,264.9997253417969
1,1,20,1,1e-07,344.7324396274811,345.8138361704904,1.0813965430093049,261.1551513671875,261.8781433105469
1,1,20,1,1e-09,344.73243944173635,344.67129684811414,-0.06114259362220764,261.1551513671875,261.13360595703125
1,1,20,1,1e-11,344.73244014313053,344.7298771253852,-0.0025630177453308534,261.1551513671875,261.15374755859375
1,1,20,2,1e-05,310.6605134180614,335.87508148107776,25.214568063016372,264.3926696777344,265.32342529296875
1,1,20,2,1e-07,310.6605137160846,310.4933426635606,-0.16717105252399733,264.3927001953125,264.2583923339844
1,1,20,2,1e-09,310.66051289013456,310.6530648129327,-0.007448077201843262,264.3927001953125,264.3940734863281
1,1,20,2,1e-11,310.66051409925734,310.6587835890906,-0.001730510166737531,264.3927001953125,264.3902893066406
1,1,20,3,1e-05,313.30958674246807,390.3670514751883,77.05746473272023,279.51409912109375,280.92999267578125
1,1,20,3,1e-07,313.3095881520656,313.3309062823915,0.021318130325880702,279.51409912109375,279.57427978515625
1,1,20,3,1e-09,313.3095881980762,313.29345011292844,-0.01613808514775883,279.51409912109375,279.51092529296875
1,1,20,3,1e-11,313.30958814370007,313.3098664158269,0.00027827212682041136,279.51409912109375,279.5151672363281
1,1,20,4,1e-05,270.77718768049687,253.39226283550263,-17.38492484499423,267.5738220214844,267.472412109375
1,1,20,4,1e-07,270.77718612376384,270.1714811430258,-0.6057049807380395,267.5738525390625,267.18670654296875
1,1,20,4,1e-09,270.7771863481578,270.8185219343971,0.041335586239313216,267.5738220214844,267.59393310546875
1,1,20,4,1e-11,270.77718669877333,270.77943320484724,0.00224650607390231,267.5738220214844,267.5755920410156
1,1,40,0,1e-05,387.92208311219275,362.13317838311195,-25.788904729080798,288.4693603515625,293.815673828125
1,1,40,0,1e-07,387.9220831887222,387.7757699577897,-0.14631323093249193,288.4693603515625,288.2928771972656
1,1,40,0,1e-09,387.9220829767945,387.94100025627347,0.018917279478955606,288.4693603515625,288.4610290527344
1,1,40,0,1e-11,387.922083100419,387.9229565086188,0.0008734081998227339,288.4693603515625,288.4691467285156
1,1,40,1,1e-05,295.1471250621896,295.524225184792,0.37710012260237136,268.7698059082031,269.44970703125
1,1,40,1,1e-07,295.14712515002805,295.14364691784505,-0.0034782321829993634,268.76983642578125,268.7901916503906
1,1,40,1,1e-09,295.14712469828754,295.1523449232704,0.005220224982849686,268.7698669433594,268.7822570800781
1,1,40,1,1e-11,295.1471253382532,295.1456412265175,-0.001484111735692295,268.7698669433594,268.7713623046875
1,1,40,2,1e-05,354.59663830457197,351.85999255282906,-2.7366457517429126,279.87353515625,278.01654052734375
1,1,40,2,1e-07,354.59663777389835,354.28083553685934,-0.31580223703900856,279.87353515625,279.8207702636719
1,1,40,2,1e-09,354.5966372098974,354.4993959120525,-0.09724129784490287,279.87353515625,279.8134460449219
1,1,40,2,1e-11,354.5966388634456,354.5902505638779,-0.006388299567731792,279.87353515625,279.87152099609375
1,1,40,3,1e-05,266.8451411899973,259.4281363582611,-7.417004831736222,257.71417236328125,258.4612121582031
1,1,40,3,1e-07,266.8451385478504,266.73867908853,-0.10645945932043333,257.71417236328125,257.5146179199219
1,1,40,3,1e-09,266.8451375433656,266.84686828441306,0.0017307410474813878,257.71417236328125,257.69635009765625
1,1,40,3,1e-11,266.8451368476524,266.8422304196436,-0.002906428008770945,257.71417236328125,257.70977783203125
1,1,40,4,1e-05,300.39545612865027,406.03320566813153,105.63774953948126,270.65484619140625,270.2917175292969
1,1,40,4,1e-07,300.3954571882884,300.9165259630252,0.5210687747368183,270.65484619140625,270.66839599609375
1,1,40,4,1e-09,300.3954567644331,300.3868751260969,-0.00858163833618164,270.65484619140625,270.6392822265625
1,1,40,4,1e-11,300.39545612865027,300.39125601450604,-0.0042001141442256085,270.65484619140625,270.6509094238281
1,7,20,0,1e-05,1095.4829596242596,1073.6248241547614,-21.858135469498166,716.50341796875,697.716064453125
1,7,20,0,1e-07,1095.4829628236832,1095.4509358559885,-0.03202696769471913,716.50341796875,716.4490966796875
1,7,20,0,1e-09,1095.482983250772,1095.788597968317,0.30561471754504055,716.5032958984375,716.7267456054688
1,7,20,0,1e-11,1095.4829859579763,1095.432922486336,-0.05006347164021463,716.50341796875,716.4541625976562
1,7,20,1,1e-05,1221.9743522361473,1197.3361555855229,-24.638196650624423,1086.645751953125,1048.0682373046875
1,7,20,1,1e-07,1221.974349975586,1217.6660294709382,-4.3083205046477815,1086.645751953125,1084.0155029296875
1,7,20,1,1e-09,1221.9743420636212,1221.4240225332755,-0.5503195303456323,1086.645751953125,1085.3843994140625
1,7,20,1,1e-11,1221.9743505407262,1221.9941988344547,0.01984829372850072,1086.645751953125,1086.6304931640625
1,7,20,2,1e-05,1243.4296112060547,1206.7829803466798,-36.64663085937491,1036.79638671875,1091.965087890625
1,7,20,2,1e-07,1243.4296020507813,1240.6031743367514,-2.8264277140299328,1036.796142578125,1040.0184326171875
1,7,20,2,1e-09,1243.4296040852864,1243.4339864095052,0.004382324218795475,1036.796142578125,1036.8662109375
1,7,20,2,1e-11,1243.4295888264974,1243.429653930664,6.510416665150842e-05,1036.79638671875,1036.7978515625
1,7,20,3,1e-05,1643.9876146316528,1699.0492266902218,55.061612058568926,1031.119384765625,1051.720458984375
1,7,20,3,1e-07,1643.987618552314,1640.0593982272678,-3.9282203250461407,1031.119384765625,1031.128173828125
1,7,20,3,1e-09,1643.9876124064128,1643.6932802200317,-0.2943321863810979,1031.119384765625,1030.880615234375
1,7,20,3,1e-11,1643.9876170688206,1644.0865281422932,0.0989110734726637,1031.119384765625,1031.2054443359375
1,7,20,4,1e-05,874.3739003827495,697.0566467285156,-177.31725365423392,821.6822509765625,867.8549194335938
1,7,20,4,1e-07,874.3739069046512,874.7556674095893,0.38176050493802904,821.6822509765625,821.8949584960938
1,7,20,4,1e-09,874.373896691107,874.7401627571352,0.36626606602817446,821.6822509765625,822.0899658203125
1,7,20,4,1e-11,874.3738923841908,874.407360199959,0.033467815768290166,821.6822509765625,821.7234497070312
1,7,40,0,1e-05,1821.4843266805012,1761.618278503418,-59.86604817708326,1241.054443359375,1181.3111572265625
1,7,40,0,1e-07,1821.4843353998094,1819.2689931960333,-2.2153422037761175,1241.054443359375,1242.60302734375
1,7,40,0,1e-09,1821.4843353998094,1820.9056788853236,-0.5786565144858287,1241.054443359375,1241.1444091796875
1,7,40,0,1e-11,1821.4843353998094,1821.451692127046,-0.03264327276338008,1241.054443359375,1241.0562744140625
1,7,40,1,1e-05,1224.3913516509226,1203.0734249220955,-21.31792672882716,908.0845947265625,881.8729248046875
1,7,40,1,1e-07,1224.3913581065642,1217.1208280905698,-7.270530015994382,908.0845947265625,899.6490478515625
1,7,40,1,1e-09,1224.3913500859187,1224.2391414295544,-0.152208656364337,908.0845947265625,908.5
1,7,40,1,1e-11,1224.3913586934407,1224.4312078035796,0.03984911013890269,908.0845947265625,908.1103515625
1,7,40,2,1e-05,1745.5303319295247,1841.7656004769462,96.23526854742158,1402.9637451171875,1553.7335205078125
1,7,40,2,1e-07,1745.53031539917,1742.5251918974377,-3.005123501732214,1402.9637451171875,1397.72265625
1,7,40,2,1e-09,1745.5303455534436,1744.1723621913366,-1.3579833621070065,1402.963623046875,1401.882080078125
1,7,40,2,1e-11,1745.5303163074311,1745.6643542335146,0.1340379260834652,1402.9637451171875,1403.083740234375
1,7,40,3,1e-05,1360.9466543486624,1397.081353187561,36.13469883889866,1286.78173828125,1253.69677734375
1,7,40,3,1e-07,1360.9466506495621,1407.1536152362823,46.20696458672023,1286.7818603515625,1286.876220703125
1,7,40,3,1e-09,1360.9466645211885,1360.7968091097746,-0.14985541141390968,1286.78173828125,1286.71826171875
1,7,40,3,1e-11,1360.9466566606002,1361.0206095377605,0.07395287716030907,1286.78173828125,1286.828857421875
1,7,40,4,1e-05,1726.8203265131735,1582.2719870174633,-144.54833949571025,1182.830810546875,1180.4423828125
1,7,40,4,1e-07,1726.8203227763274,1392.7663792201452,-334.0539435561823,1182.830810546875,1188.79150390625
1,7,40,4,1e-09,1726.8203134342116,1726.9039633614677,0.08364992725614684,1182.830810546875,1183.030517578125
1,7,40,4,1e-11,1726.8203177938656,1726.7859067332988,-0.034411060566753804,1182.830810546875,1182.78564453125
1,14,20,0,1e-05,2170.663130512944,2194.470270863286,23.807140350341797,1777.4505615234375,1807.174072265625
1,14,20,0,1e-07,2170.663135740492,2165.6615357575592,-5.00159998293293,1777.4505615234375,1771.2200927734375
1,14,20,0,1e-09,2170.663142239606,2169.9588065677217,-0.7043356718841096,1777.4505615234375,1776.583251953125
1,14,20,0,1e-11,2170.663128817523,2170.528408545035,-0.13472027248826635,1777.4505615234375,1777.3460693359375
1,14,20,1,1e-05,2742.03895677839,2692.565088759374,-49.47386801901621,2576.473388671875,2451.03759765625
1,14,20,1,1e-07,2742.0389731270925,2720.9743404636133,-21.064632663479188,2576.473388671875,2582.29296875
1,14,20,1,1e-09,2742.038937159947,2741.4472776140487,-0.5916595458984375,2576.473388671875,2575.182373046875
1,14,20,1,1e-11,2742.038965497698,2742.1452582223073,0.106292724609375,2576.473388671875,2576.3251953125
1,14,20,2,1e-05,2926.521235656738,3034.2648100535075,107.74357439676942,1936.4171142578125,2035.32177734375
1,14,20,2,1e-07,2926.52125193278,2907.4882715861004,-19.03298034667978,1936.4171142578125,1924.8292236328125
1,14,20,2,1e-09,2926.5212560017903,2925.9082906087237,-0.6129653930665881,1936.4171142578125,1935.6014404296875
1,14,20,2,1e-11,2926.521236673991,2926.5604044596353,0.03916778564416745,1936.4171142578125,1936.447509765625
1,14,20,3,1e-05,3250.4364807128904,2351.433177947998,-899.0033027648924,2340.936767578125,2150.527099609375
1,14,20,3,1e-07,3250.4364807128904,3096.9354214138457,-153.50105929904475,2340.936767578125,2321.7080078125
1,14,20,3,1e-09,3250.4364786783854,3249.755913289388,-0.6805653889973655,2340.936767578125,2340.06005859375
1,14,20,3,1e-11,3250.436482747396,3250.4302734375,-0.006209309895893966,2340.936767578125,2340.93896484375
1,14,20,4,1e-05,2882.6725463867188,2581.180943757585,-301.4916026291339,2235.2109375,2377.5546875
1,14,20,4,1e-07,2882.6725420270645,2893.2612359183177,10.588693891253115,2235.2109375,2250.939453125
1,14,20,4,1e-09,2882.672537667411,2881.2844619750977,-1.388075692313123,2235.2109375,2233.376220703125
1,14,20,4,1e-11,2882.672576904297,2882.682016645159,0.00943974086203525,2235.2109375,2235.110107421875
1,14,40,0,1e-05,2498.0532815115794,2931.7854811724496,433.73219966087026,2511.505126953125,2807.5
1,14,40,0,1e-07,2498.0532902308873,2509.290261404855,11.236971173967504,2511.505126953125,2511.683837890625
1,14,40,0,1e-09,2498.053237915039,2500.892839704241,2.839601789201879,2511.505126953125,2514.813232421875
1,14,40,0,1e-11,2498.0532509940012,2497.9652884347097,-0.0879625592915545,2511.50537109375,2511.58935546875
1,14,40,1,1e-05,2690.161191813151,2720.2027587890625,30.041566975911337,2183.782470703125,2051.865478515625
1,14,40,1,1e-07,2690.1612202962237,2683.8496704101562,-6.311549886067496,2183.782470703125,2173.08447265625
1,14,40,1,1e-09,2690.1612230088977,2690.6642276340062,0.5030046251085878,2183.782470703125,2183.81005859375
1,14,40,1,1e-11,2690.1612141927085,2690.2471991644966,0.08598497178809339,2183.782470703125,2184.023193359375
1,14,40,2,1e-05,3088.835713169031,3244.0821032714844,155.24639010245346,3349.810791015625,3551.083251953125
1,14,40,2,1e-07,3088.835704602693,2854.297603831572,-234.5381007711212,3349.81103515625,3421.404052734375
1,14,40,2,1e-09,3088.8357292309142,3091.589375278406,2.7536460474916566,3349.8115234375,3353.469482421875
1,14,40,2,1e-11,3088.8357560007194,3088.8131804884524,-0.022575512266939768,3349.810546875,3349.89794921875
1,14,40,3,1e-05,3478.8422338867185,2942.109799395551,-536.7324344911676,2868.4345703125,2718.998046875
1,14,40,3,1e-07,3478.842235107422,3450.8210748291017,-28.021160278320167,2868.434814453125,2838.797607421875
1,14,40,3,1e-09,3478.8422509765624,3477.250757446289,-1.5914935302735103,2868.4345703125,2864.97314453125
1,14,40,3,1e-11,3478.842236328125,3479.0708581542967,0.22862182617154758,2868.4345703125,2868.700927734375
1,14,40,4,1e-05,3057.71149668974,2882.7450312564247,-174.96646543331553,2666.337646484375,2731.795166015625
1,14,40,4,1e-07,3057.7115110509535,3045.3456519631777,-12.365859087775789,2666.336669921875,2650.471435546875
1,14,40,4,1e-09,3057.7115290024703,3055.970614264993,-1.7409147374773966,2666.336669921875,2664.93017578125
1,14,40,4,1e-11,3057.711503870347,3057.6256166345934,-0.08588723575348922,2666.336669921875,2666.209716796875
1,20,20,0,1e-05,3958.588048864294,3934.3962933575667,-24.191755506727077,2608.621337890625,2607.783447265625
1,20,20,0,1e-07,3958.588038691768,3930.766439932364,-27.82159875940397,2608.621337890625,2591.652099609375
1,20,20,0,1e-09,3958.5880579065392,3955.8752170138887,-2.712840892650547,2608.621337890625,2606.109619140625
1,20,20,0,1e-11,3958.5880612973815,3958.244440149378,-0.3436211480034217,2608.621337890625,2608.215576171875
1,20,20,1,1e-05,4911.706069946289,4314.740208501401,-596.9658614448881,3691.514404296875,3608.9521484375
1,20,20,1,1e-07,4911.706097073025,4883.086074829102,-28.620022243923813,3691.514404296875,3671.3974609375
1,20,20,1,1e-09,4911.706107245551,4909.823735555013,-1.8823716905380934,3691.51416015625,3689.076416015625
1,20,20,1,1e-11,4911.706085770218,4911.629178647642,-0.07690712257590349,3691.514404296875,3691.444580078125
1,20,20,2,1e-05,4382.580464330213,3183.0736310351026,-1199.50683329511,3218.43359375,3031.5908203125
1,20,20,2,1e-07,4382.580458016231,4378.389150685278,-4.19130733095335,3218.43359375,3205.939697265625
1,20,20,2,1e-09,4382.580447492928,4384.013479298559,1.4330318056308897,3218.43359375,3218.1591796875
1,20,20,2,1e-11,4382.58045275458,4382.599511508284,0.019058753704484843,3218.43359375,3218.39111328125
1,20,20,3,1e-05,4157.381536395733,4597.494455698374,440.1129193026409,4020.003173828125,3828.850341796875
1,20,20,3,1e-07,4157.381532639723,4055.5469190253584,-101.83461361436503,4020.003173828125,3930.056640625
1,20,20,3,1e-09,4157.381542029748,4160.845787165716,3.464245135967758,4020.003173828125,4024.435791015625
1,20,20,3,1e-11,4157.381543438251,4157.1891282301685,-0.19241520808282075,4020.003173828125,4019.745849609375
1,20,20,4,1e-05,4580.691095316185,3828.5603659152985,-752.1307294008866,3828.084228515625,3992.80078125
1,20,20,4,1e-07,4580.691087254938,4595.476446763524,14.785359508586225,3828.084228515625,3844.407470703125
1,20,20,4,1e-09,4580.691084951724,4580.549135028191,-0.14194992353350244,3828.084228515625,3828.720947265625
1,20,20,4,1e-11,4580.691101650022,4580.429641435731,-0.2614602142903095,3828.084228515625,3827.856689453125
1,20,40,0,1e-05,6089.617008332283,5571.398955078125,-518.2180532541579,5539.05810546875,5092.7021484375
1,20,40,0,1e-07,6089.616981752457,6113.445224609375,23.828242856918223,5539.05810546875,5626.71923828125
1,20,40,0,1e-09,6089.616966985887,6082.156569942351,-7.460397043536432,5539.0576171875,5529.5146484375
1,20,40,0,1e-11,6089.616972892515,6089.533154887537,-0.08381800497772929,5539.05810546875,5539.08349609375
1,20,40,1,1e-05,5366.989162021213,5808.844747690054,441.85558566884083,4791.9765625,4709.4716796875
1,20,40,1,1e-07,5366.989177280002,5328.763225979275,-38.22595130072659,4791.9765625,4756.5859375
1,20,40,1,1e-09,5366.989192538791,5368.410257975261,1.4210654364696893,4791.9765625,4794.6396484375
1,20,40,1,1e-11,5366.9891671074765,5366.250967237685,-0.7381998697919698,4791.9765625,4791.31689453125
1,20,40,2,1e-05,3627.532917695887,3762.0699559653676,134.5370382694805,4080.188232421875,4090.043212890625
1,20,40,2,1e-07,3627.5329464183133,3610.555082433364,-16.97786398494918,4080.188232421875,4075.423583984375
1,20,40,2,1e-09,3627.53297514074,3625.5301046932445,-2.0028704474952974,4080.188232421875,4079.8271484375
1,20,40,2,1e-11,3627.5329823213465,3627.401778277229,-0.1312040441175668,4080.188232421875,4079.721923828125
1,20,40,3,1e-05,6180.584870990954,6631.211813534007,450.6269425430528,5484.57958984375,6085.84521484375
1,20,40,3,1e-07,6180.58486055073,6340.865210140452,160.2803495897224,5484.57958984375,5575.3896484375
1,20,40,3,1e-09,6180.584864566201,6183.356928775185,2.772064208984375,5484.57958984375,5486.9853515625
1,20,40,3,1e-11,6180.584878218801,6180.360703317742,-0.22417490105908655,5484.57958984375,5484.412109375
1,20,40,4,1e-05,4813.801527454007,4511.310717414407,-302.49081003959964,3368.350830078125,3174.37158203125
1,20,40,4,1e-07,4813.801525485131,4790.828215568296,-22.973309916834296,3368.350830078125,3359.36279296875
1,20,40,4,1e-09,4813.801474294355,4816.663471837198,2.8619975428428006,3368.350830078125,3371.760986328125
1,20,40,4,1e-11,4813.801490045363,4814.426125803301,0.6246357579384494,3368.350830078125,3368.97314453125
2,1,20,0,1e-05,1628.472288091132,1534.0295287645781,-94.44275932655387,1234.756103515625,1228.3472900390625
2,1,20,0,1e-07,1628.472288091132,1423.1300422326842,-205.34224585844777,1234.756103515625,1233.1231689453125
2,1,20,0,1e-09,1628.4722814357026,1628.5360146380485,0.06373320234592939,1234.756103515625,1234.68115234375
2,1,20,0,1e-11,1628.4722790007895,1628.5100693398333,0.03779033904379503,1234.756103515625,1234.7813720703125
2,1,20,1,1e-05,1570.9483951568604,1558.4527559916178,-12.495639165242665,1244.5101318359375,1230.192626953125
2,1,20,1,1e-07,1570.94839108785,1571.6847779591878,0.7363868713377997,1244.5101318359375,1244.3636474609375
2,1,20,1,1e-09,1570.9483890533447,1571.2783555348715,0.32996648152675334,1244.5101318359375,1244.6041259765625
2,1,20,1,1e-11,1570.9483971913655,1570.9687555948892,0.02035840352368723,1244.5101318359375,1244.5228271484375
2,1,20,2,1e-05,1637.9496806047964,1631.2121048526487,-6.737575752147677,1198.8111572265625,1194.5013427734375
