,iter,loss
0,10,104.6818345367597
1,20,183.20061436397424
2,30,261.0980818135273
3,40,332.50549660179917
4,50,397.09665999690554
5,60,451.3597605243269
6,70,499.79395535903797
7,80,544.3934421757336
8,90,582.6340726187118
9,100,610.0490803155346
10,110,631.7219914038989
11,120,655.0619317927632
12,130,675.4163263092039
13,140,698.9972551691558
14,150,706.0912980524158
15,160,723.242919454161
16,170,740.6579512802218
17,180,749.3760399880986
18,190,755.4790149601727
19,200,762.541006681638
20,210,774.0208026122714
21,220,781.0216060988392
22,230,782.2918661353025
23,240,782.5190626947881
24,250,782.3836422160275
25,260,777.555145909852
26,270,773.8407287451632
27,280,772.7706149790848
28,290,768.8295016325943
29,300,770.6147666670421
30,310,767.0779826872491
31,320,771.516416742752
32,330,767.1004575952155
33,340,765.2573817783642
34,350,761.8919627388523
35,360,765.9248846890988
36,370,762.2239359585393
37,380,756.0739307155715
38,390,753.8179744273574
39,400,748.100878613933
40,410,754.4700506180817
41,420,752.683954279572
42,430,742.6770696795691
43,440,738.1302270479132
44,450,732.6993694543929
45,460,730.5305750073753
46,470,728.1938303941089
47,480,732.45117090158
48,490,736.8161293738414
49,500,730.06981904821
50,510,725.5579535387285
51,520,715.5453312370893
52,530,708.7478225047978
53,540,706.2291495940909
54,550,706.0847932597056
55,560,708.5190495824169
56,570,711.1139296780996
57,580,706.2201017131194
58,590,697.2258923306862
59,600,695.0014803419576
60,610,692.3234259282785
61,620,690.1508437115025
62,630,683.2648627643052
63,640,684.225584756479
64,650,675.0795951901922
65,660,676.6185402871814
66,670,671.7709874703233
67,680,666.3936936892695
68,690,662.3306749570893
69,700,661.9068250853522
70,710,662.7277230936537
71,720,661.1127750532993
72,730,660.0043971323131
73,740,660.6798246712186
74,750,663.166377362682
75,760,668.8173180171784
76,770,667.5313064263394
77,780,668.2570469933755
78,790,661.9708474227533
79,800,654.0123945384146
80,810,645.3075270027127
81,820,645.9794769063226
82,830,647.0362335004311
83,840,646.8447589164301
84,850,648.7660914500312
85,860,651.8822554641581
86,870,645.9853709358682
87,880,644.1099090127642
88,890,650.5584582168037
89,900,654.9620474924022
90,910,652.6189982773975
91,920,648.4829270410008
92,930,651.8959429328205
93,940,649.228998776421
94,950,651.451496809468
95,960,648.8717726633735
96,970,646.9855478520454
97,980,644.8369227028119
98,990,638.6259528093174
99,1000,635.6724274353331
100,1010,635.7027114992717
101,1020,641.2485150679183
102,1030,638.7443704713432
103,1040,641.2276560320223
104,1050,637.9869967221642
105,1060,633.9527757634472
106,1070,627.9328019623122
107,1080,626.2882246789262
108,1090,626.3289960676644
109,1100,623.9567285723186
110,1110,626.2737955977027
111,1120,625.6527958178638
112,1130,626.6394450903631
113,1140,627.3518924611607
114,1150,621.7142945190351
115,1160,624.2236158534987
116,1170,618.0020929171679
117,1180,617.0353521395812
118,1190,618.4828293444104
119,1200,620.1706046689699
120,1210,619.5340608009881
121,1220,620.1480326379987
122,1230,619.2147646795474
123,1240,612.9015785517345
124,1250,610.3943050342683
125,1260,611.3233752251284
126,1270,602.3343181491904
127,1280,603.2896934764684
128,1290,600.6332959858778
129,1300,600.5227127126966
130,1310,600.9326438324244
131,1320,611.47023088619
132,1330,610.5027076605425
133,1340,599.7451524770954
134,1350,599.4597563585966
135,1360,599.1700866845041
136,1370,595.0306260174797
137,1380,597.1244453308705
138,1390,604.2800884682183
139,1400,602.1320831114928
140,1410,604.5567355970836
141,1420,600.2806149371952
142,1430,606.3934748807952
143,1440,602.3385877046402
144,1450,601.869645721899
145,1460,600.4458702906758
146,1470,602.0091394647733
147,1480,601.1227362683633
148,1490,601.7873671112852
149,1500,597.0309451566771
150,1510,601.0879044977169
151,1520,600.4829535844653
152,1530,594.1462190374555
153,1540,597.9886952682692
154,1550,592.0758377389748
155,1560,586.7124207754599
156,1570,585.5059706948844
157,1580,589.3264599233204
158,1590,588.6529614778749
159,1600,583.7210542248203
160,1610,584.8193953386727
161,1620,578.8631705757995
162,1630,580.4660969105581
163,1640,584.2642489866938
164,1650,581.0071400808038
165,1660,583.871797144345
166,1670,580.210166163397
167,1680,577.8434605587344
168,1690,576.7958372480042
169,1700,579.4945404793394
170,1710,580.7727993372599
171,1720,577.0350600175329
172,1730,574.2864745880531
173,1740,572.0252845507307
174,1750,569.9466226534902
175,1760,572.18406343112
176,1770,569.6221334426405
177,1780,565.1291971958881
178,1790,567.3303651544443
179,1800,570.0994982263538
180,1810,568.9897787928154
181,1820,570.8346261339852
