,iter,loss
0,10,706.5533398593519
1,20,1342.3595286127731
2,30,1904.5433644196148
3,40,2384.696993518158
4,50,2838.101698234453
5,60,3231.0819135106562
6,70,3603.6830868269644
7,80,3923.1595453651553
8,90,4151.49650459014
9,100,4370.272240260267
10,110,4617.90976751116
11,120,4831.703061994699
12,130,5035.5968357637985
13,140,5182.842619241307
14,150,5312.732716455717
15,160,5425.050102444082
16,170,5537.3324071600455
17,180,5658.258639715613
18,190,5723.571502041743
19,200,5796.354738385444
20,210,5848.925378137417
21,220,5884.025899489984
22,230,5951.422604563172
23,240,5969.685321298901
24,250,6017.44377944024
25,260,6053.485907813862
26,270,6083.640225849963
27,280,6116.488902949442
28,290,6096.695635215435
29,300,6106.913720856807
30,310,6105.462050319671
31,320,6091.707163508284
32,330,6121.1908374571585
33,340,6151.134682338254
34,350,6119.48502578024
35,360,6097.87019033013
36,370,6079.773176303022
37,380,6080.280050919186
38,390,6069.924572520029
39,400,6029.325942744953
40,410,6020.676264092021
41,420,5969.85504264906
42,430,5950.06564679512
43,440,5895.813949787849
44,450,5874.60296971004
45,460,5839.659878182826
46,470,5792.05985297525
47,480,5771.631494304249
48,490,5742.304741726844
49,500,5702.869443238322
50,510,5662.294896579712
51,520,5662.409740803332
52,530,5636.158642020318
53,540,5596.94905434937
54,550,5587.930470658412
55,560,5585.344546647393
56,570,5545.965804243277
57,580,5535.319032123418
58,590,5514.650561883144
59,600,5464.0318177164845
60,610,5436.3906691039
61,620,5407.349923959033
62,630,5370.268842865572
63,640,5314.6300481849385
64,650,5302.238365196214
65,660,5270.05253840169
66,670,5234.587918350177
67,680,5203.364494024848
68,690,5202.607239039037
69,700,5181.6486807976535
70,710,5154.066649351319
71,720,5090.232450386834
72,730,5087.226890212249
73,740,5088.1969769185525
74,750,5050.757467016256
75,760,5014.8335880513005
76,770,4992.136208742408
77,780,4963.196598999753
78,790,4933.64840395598
79,800,4897.353052370294
80,810,4865.311177561645
81,820,4836.8222669753895
82,830,4827.4420296144335
83,840,4802.698358442778
84,850,4763.894360102327
85,860,4738.549969628853
86,870,4709.29306088753
87,880,4671.31034625171
88,890,4662.089701838208
89,900,4643.089368977993
90,910,4628.119948805759
91,920,4585.378601233661
92,930,4583.4898034897515
93,940,4532.338233807924
94,950,4533.559402402181
95,960,4513.952365207439
96,970,4466.203170933014
97,980,4456.574794192657
98,990,4445.729159805158
99,1000,4444.118888088978
100,1010,4402.524221134958
101,1020,4374.367644799761
102,1030,4344.329458245253
103,1040,4311.629654951422
104,1050,4279.805372632881
105,1060,4245.595852797394
106,1070,4197.0052814245155
107,1080,4168.097923295235
108,1090,4142.1996426070655
109,1100,4143.442384803478
110,1110,4092.609154261026
111,1120,4091.9800265965823
112,1130,4064.8319759634887
113,1140,4033.1152492469805
114,1150,3996.3056692356427
115,1160,3981.1621172768396
116,1170,3955.6238257310815
117,1180,3921.3523814793043
118,1190,3906.1265992673484
119,1200,3909.2226390971045
120,1210,3899.2792507328504
121,1220,3847.4728693823527
122,1230,3830.280167660489
123,1240,3809.0060027569853
124,1250,3801.5072596861946
125,1260,3796.8788736105944
126,1270,3763.924567374355
127,1280,3733.0114391038533
128,1290,3683.308978542167
129,1300,3667.1917799528264
130,1310,3632.298020918868
131,1320,3611.277011828602
132,1330,3602.9360630561273
133,1340,3564.8724134072204
134,1350,3572.034808488691
135,1360,3560.4631239615615
136,1370,3552.2525288302913
137,1380,3543.2990574514934
138,1390,3529.5091313939597
139,1400,3506.083255525203
140,1410,3470.42757146315
141,1420,3480.85232223376
142,1430,3485.923504038035
143,1440,3462.873915656464
144,1450,3424.0006005640566
145,1460,3380.461061252598
146,1470,3360.4485838045593
147,1480,3334.8397002908637
148,1490,3324.110498796591
149,1500,3301.016105617674
150,1510,3275.5259660865054
151,1520,3248.923414023157
152,1530,3238.2852311704264
153,1540,3205.65268651507
154,1550,3183.6071968301717
155,1560,3173.003923267081
156,1570,3133.2749191182775
157,1580,3114.4006721789015
158,1590,3076.323786780104
159,1600,3073.4484389195914
160,1610,3043.381265828667
161,1620,3037.7001955224623
162,1630,3020.193886411102
163,1640,3025.882856699418
164,1650,3005.5425243566324
165,1660,2988.5080132554936
166,1670,2964.203521583569
167,1680,2943.693795113651
168,1690,2936.4281289648857
169,1700,2922.3447652512805
170,1710,2890.496896055435
171,1720,2876.7029121042947
172,1730,2862.3628767879245
173,1740,2837.2179456933095
174,1750,2830.5837182973933
175,1760,2815.38278195357
176,1770,2791.5781743843972
177,1780,2756.0065176236117
178,1790,2732.315051964175
179,1800,2708.0463835175788
180,1810,2701.161676225603
181,1820,2685.838178773018
182,1830,2669.400425647604
183,1840,2661.6617511202057
184,1850,2651.068538519456
185,1860,2654.3996916415003
186,1870,2634.356381784587
187,1880,2620.784386582024
188,1890,2638.3788146988277
189,1900,2612.518757199711
190,1910,2594.136925987325
191,1920,2578.2908446724273
192,1930,2534.546209772084
193,1940,2528.3991544427668
194,1950,2527.0638863692857
195,1960,2519.271063846465
196,1970,2515.6199419308186
197,1980,2492.800666610578
198,1990,2473.2598612212873
199,2000,2450.5705454482627
200,2010,2428.7856268510845
201,2020,2421.0246005158847
202,2030,2397.9524188252467
203,2040,2372.20841541348
204,2050,2354.460549863423
205,2060,2344.7725208026245
206,2070,2329.6856311316
207,2080,2309.2863905352874
208,2090,2270.6998895009633
209,2100,2265.2985473806198
210,2110,2262.5250933621514
211,2120,2244.2331587299495
212,2130,2235.2740526961225
213,2140,2214.8507570950464
214,2150,2202.7893951133497
215,2160,2212.005070095447
216,2170,2207.769603627822
217,2180,2193.1859941365597
218,2190,2177.204701961453
219,2200,2171.295154960797
220,2210,2155.0272712426113
221,2220,2137.1325008147455
222,2230,2137.546487638554
223,2240,2127.3419969740685
224,2250,2103.26127956829
225,2260,2074.6856102164575
226,2270,2056.6844159573625
227,2280,2045.8231098399185
228,2290,2040.1152740487928
229,2300,2024.8407588506934
230,2310,2016.263187330374
231,2320,2001.788158914523
232,2330,1984.855966546844
233,2340,1997.4600828165535
234,2350,1976.5603867584243
235,2360,1969.447087326731
236,2370,1967.4317540273046
237,2380,1966.877038771945
238,2390,1931.9290246170926
239,2400,1917.2913284168876
240,2410,1910.9726117715297
241,2420,1898.586579259213
242,2430,1892.1372504579629
