,1,2,3,4,5
0,0.07397487014532089,0.10436786711215973,0.01003652811050415,0.012469294480979443,0.011153074912726879
1,0.08647824823856354,0.08923102170228958,0.011255951598286629,0.009743191301822662,0.01386314257979393
2,0.01143983006477356,0.0834883600473404,0.100197933614254,0.044853147119283676,0.06047065928578377
3,0.014690459705889225,0.07713600248098373,0.08049152046442032,0.010024004615843296,0.09203764796257019
4,0.08758515864610672,0.061356619000434875,0.06748627126216888,0.08707402646541595,0.07825262099504471
5,0.08109472692012787,0.06893684715032578,0.06582031399011612,0.009590870700776577,0.10791539400815964
6,0.07957064360380173,0.010852218605577946,0.01019105315208435,0.07679072767496109,0.07363037765026093
7,0.011481787078082561,0.050667498260736465,0.061391666531562805,0.09728674590587616,0.10535334050655365
8,0.0570116825401783,0.07699058949947357,0.13260672986507416,0.07559938728809357,0.11878103017807007
9,0.010017518885433674,0.08383169770240784,0.0843627080321312,0.061962176114320755,0.0814722552895546
10,0.05246793106198311,0.06118934601545334,0.010447895154356956,0.020868569612503052,0.023237477988004684
11,0.009775368496775627,0.013599678874015808,0.11017007380723953,0.05664004758000374,0.07279311865568161
12,0.010018049739301205,0.10613224655389786,0.0722908079624176,0.07267465442419052,0.05306907743215561
13,0.07007432729005814,0.07882123440504074,0.009742647409439087,0.08037537336349487,0.009340416640043259
14,0.010448227636516094,0.0857725441455841,0.046977005898952484,0.0723814070224762,0.12235955893993378
15,0.01791251450777054,0.07046029716730118,0.010241812095046043,0.010584976524114609,0.009847154840826988
16,0.01047836896032095,0.1018485277891159,0.014064793474972248,0.033608369529247284,0.06400812417268753
17,0.09817460924386978,0.10273117572069168,0.06384686380624771,0.059797827154397964,0.20948462188243866
18,0.00937939528375864,0.0639384314417839,0.009700085036456585,0.08986421674489975,0.06678123772144318
19,0.009167555719614029,0.1029743105173111,0.06276389956474304,0.009293179027736187,0.0873437374830246
20,0.05331423506140709,0.01047714613378048,0.06360811740159988,0.009167606011033058,0.051312681287527084
21,0.10480836778879166,0.06865425407886505,0.08873995393514633,0.08511816710233688,0.07040505111217499
22,0.0527048222720623,0.009143171831965446,0.09868786484003067,0.07135268300771713,0.0689963772892952
23,0.11178086698055267,0.062472596764564514,0.00917788129299879,0.06710745394229889,0.009883030317723751
24,0.012039786204695702,0.06448504328727722,0.060174595564603806,0.05610222741961479,0.06369486451148987
25,0.0766633003950119,0.07469484210014343,0.05713372305035591,0.06933131814002991,0.00966457650065422
26,0.031590696424245834,0.1055838093161583,0.010730537585914135,0.0817796066403389,0.008791033178567886
27,0.06502852588891983,0.010695911943912506,0.01792331412434578,0.010921075940132141,0.09945352375507355
28,0.06997367739677429,0.06338807195425034,0.09199810028076172,0.009272872470319271,0.08475466072559357
29,0.012509695254266262,0.09710106253623962,0.011118287220597267,0.010599961504340172,0.08245527744293213
30,0.10079344362020493,0.009659857489168644,0.06017361581325531,0.0690058022737503,0.09680657088756561
31,0.06937459856271744,0.009783556684851646,0.01057218387722969,0.08500546962022781,0.0683821439743042
32,0.011743868701159954,0.07776108384132385,0.08362291008234024,0.05619598552584648,0.09334948658943176
33,0.05287947505712509,0.10196302086114883,0.012472137808799744,0.009454377926886082,0.0679570883512497
34,0.06430523842573166,0.07685466855764389,0.08174304664134979,0.09773820638656616,0.01112689170986414
35,0.057697832584381104,0.06903233379125595,0.07301991432905197,0.0512194000184536,0.07049097120761871
36,0.0967784896492958,0.010389700531959534,0.009773761965334415,0.010225916281342506,0.05425748974084854
37,0.009982394985854626,0.009600418619811535,0.011256269179284573,0.07949737459421158,0.00844008382409811
38,0.011729542165994644,0.06841059029102325,0.010818066075444221,0.07448136806488037,0.07561661303043365
39,0.009199326857924461,0.1069771945476532,0.08280200511217117,0.08156678825616837,0.10391971468925476
40,0.01147350575774908,0.0712800920009613,0.017063023522496223,0.07144194096326828,0.011037416756153107
41,0.06706567853689194,0.07551989704370499,0.12149634212255478,0.011374461464583874,0.009538116864860058
42,0.08143292367458344,0.07711827754974365,0.07040964812040329,0.010549030266702175,0.06876558065414429
43,0.012033369392156601,0.011558101512491703,0.013331297785043716,0.1889408677816391,0.06953871995210648
44,0.011721397750079632,0.06425663828849792,0.09680328518152237,0.07281850278377533,0.010025402531027794
45,0.08156692981719971,0.009182050824165344,0.0909271240234375,0.06606222689151764,0.009825353510677814
46,0.07539977878332138,0.053941208869218826,0.009141438640654087,0.09298693388700485,0.062116168439388275
47,0.10155943781137466,0.009882639162242413,0.06602172553539276,0.10640956461429596,0.12842801213264465
48,0.010705996304750443,0.10956806689500809,0.06227678805589676,0.07078707218170166,0.06990283727645874
49,0.09421410411596298,0.014734314754605293,0.09542932361364365,0.07118689268827438,0.09967786073684692
