deg,width,func,epoch,train_loss,val_loss,batch_size,lr,n_samples,func_val_test,time_elapsed,backend,top_eig,trace,top_eig_train,trace_train,stop_loss,ln_eps,ln,weight_norm,l,d,f,h,dropout,wd,N,sam,sam_rho,asam
4,14,0,0,tensor(0.2540),tensor(0.2473),256,0.002,20000,tensor([2.0913]),0.016,nccl,60.023658752441406,52.49414229974514,59.550025939941406,56.421449826313896,0.02,1e-05,False,15.770260165314324,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,10,tensor(0.2518),tensor(0.2237),256,0.002,20000,tensor([2.0913]),0.179,nccl,48.46790313720703,44.39184580488903,48.3955078125,44.29151866989939,0.02,1e-05,False,13.630065270202882,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,20,tensor(0.2518),tensor(0.2517),256,0.002,20000,tensor([2.0913]),0.345,nccl,45.287872314453125,51.88264782078888,45.311317443847656,71.68947186378333,0.02,1e-05,False,12.261034635467578,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,30,tensor(0.2518),tensor(0.2598),256,0.002,20000,tensor([2.0913]),0.504,nccl,44.53767013549805,38.07159148812294,44.31766891479492,49.8500550955534,0.02,1e-05,False,11.548734664723307,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,40,tensor(0.2518),tensor(0.2570),256,0.002,20000,tensor([2.0913]),0.669,nccl,43.88915252685547,46.08198424142141,43.836997985839844,54.428142901592786,0.02,1e-05,False,10.482169254442825,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,50,tensor(0.2516),tensor(0.2515),256,0.002,20000,tensor([2.0913]),0.833,nccl,42.46659469604492,37.37768711116579,42.62993621826172,38.65919741896482,0.02,1e-05,False,9.965426501249139,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,60,tensor(0.2198),tensor(0.2277),256,0.002,20000,tensor([2.0913]),0.999,nccl,40.19551086425781,38.15067605403337,39.82815933227539,22.595407843589783,0.02,1e-05,False,15.657670134601652,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,70,tensor(0.2049),tensor(0.2054),256,0.002,20000,tensor([2.0913]),1.159,nccl,37.242950439453125,44.368530253767965,37.4294319152832,46.48071223735809,0.02,1e-05,False,15.825825633211315,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,80,tensor(0.2056),tensor(0.1919),256,0.002,20000,tensor([2.0913]),1.322,nccl,36.295528411865234,46.772027028140734,36.3343505859375,40.02028117142618,0.02,1e-05,False,16.26077192399443,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,0,tensor(0.2447),tensor(0.2462),256,0.002,20000,tensor([2.8828]),0.015,nccl,76.61919403076172,80.23000455260276,76.23655700683594,90.51175114086696,0.02,1e-05,False,16.241290173607307,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,90,tensor(0.2040),tensor(0.2044),256,0.002,20000,tensor([2.0913]),1.487,nccl,35.770050048828125,46.881358023149424,35.76515579223633,46.40232303677773,0.02,1e-05,False,17.248935407227453,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,10,tensor(0.2468),tensor(0.2344),256,0.002,20000,tensor([2.8828]),0.18,nccl,53.729610443115234,124.41085012753804,53.529296875,40.15462703564588,0.02,1e-05,False,13.969659369026001,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,100,tensor(0.2046),tensor(0.2044),256,0.002,20000,tensor([2.0913]),1.654,nccl,35.216331481933594,13.200555324554443,35.38478088378906,1.2694615125656128,0.02,1e-05,False,18.0304252409572,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,20,tensor(0.2458),tensor(0.2596),256,0.002,20000,tensor([2.8828]),0.334,nccl,47.98114013671875,38.61844563451442,48.16814041137695,29.4883945555914,0.02,1e-05,False,12.320944077370102,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,110,tensor(0.2037),tensor(0.1967),256,0.002,20000,tensor([2.0913]),1.809,nccl,34.85000991821289,44.974529858845386,34.783565521240234,59.488029029058374,0.02,1e-05,False,19.29850097735371,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,30,tensor(0.2454),tensor(0.2634),256,0.002,20000,tensor([2.8828]),0.494,nccl,46.71702194213867,58.1080949473381,46.62334060668945,45.0706055725322,0.02,1e-05,False,11.35149286854308,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,120,tensor(0.2038),tensor(0.1995),256,0.002,20000,tensor([2.0913]),1.973,nccl,32.91001510620117,58.47175928697748,33.477725982666016,48.429370164871216,0.02,1e-05,False,20.128218670254512,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,40,tensor(0.2450),tensor(0.2401),256,0.002,20000,tensor([2.8828]),0.661,nccl,45.97835159301758,44.05016034082933,45.95450210571289,37.493171449156776,0.02,1e-05,False,11.415616934457535,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,130,tensor(0.2037),tensor(0.1970),256,0.002,20000,tensor([2.0913]),2.137,nccl,32.87239074707031,37.67243714332581,32.79311752319336,46.19660438190807,0.02,1e-05,False,21.338393475566523,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,50,tensor(0.2445),tensor(0.2453),256,0.002,20000,tensor([2.8828]),0.821,nccl,45.11052322387695,49.72418654203415,45.088653564453125,30.276821043180384,0.02,1e-05,False,12.182440433952548,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,140,tensor(0.2025),tensor(0.2111),256,0.002,20000,tensor([2.0913]),2.302,nccl,32.4096565246582,43.195089213053386,31.948209762573242,61.8440321109913,0.02,1e-05,False,20.72603698503478,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,60,tensor(0.2439),tensor(0.2673),256,0.002,20000,tensor([2.8828]),0.982,nccl,44.4573974609375,38.570275876833044,44.357303619384766,32.208770708432276,0.02,1e-05,False,13.197910201449858,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,150,tensor(0.2020),tensor(0.2074),256,0.002,20000,tensor([2.0913]),2.46,nccl,32.66801452636719,48.638924617516366,31.930458068847656,45.3423171043396,0.02,1e-05,False,21.75713055510683,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,70,tensor(0.2430),tensor(0.2403),256,0.002,20000,tensor([2.8828]),1.14,nccl,43.495391845703125,53.69666443922018,43.6124153137207,3.345709443092346,0.02,1e-05,False,14.907162441462575,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,160,tensor(0.2021),tensor(0.1977),256,0.002,20000,tensor([2.0913]),2.618,nccl,31.198505401611328,32.181032795532076,30.98145866394043,37.66785894591233,0.02,1e-05,False,21.777905297298968,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,80,tensor(0.2433),tensor(0.2509),256,0.002,20000,tensor([2.8828]),1.298,nccl,42.43519592285156,44.139366351460154,42.694644927978516,-2.888104200363159,0.02,1e-05,False,15.758059260586997,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,170,tensor(0.2019),tensor(0.2007),256,0.002,20000,tensor([2.0913]),2.778,nccl,30.706323623657227,42.04529106806195,30.302051544189453,13.798507928848267,0.02,1e-05,False,23.358469735270525,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,90,tensor(0.2407),tensor(0.2617),256,0.002,20000,tensor([2.8828]),1.455,nccl,41.35498046875,34.00518136577947,41.51812744140625,49.97408774980279,0.02,1e-05,False,16.417079427759056,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,180,tensor(0.2008),tensor(0.2050),256,0.002,20000,tensor([2.0913]),2.936,nccl,30.588165283203125,46.72154222160089,30.585222244262695,37.09896311799034,0.02,1e-05,False,23.43311394823869,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,100,tensor(0.2393),tensor(0.2520),256,0.002,20000,tensor([2.8828]),1.616,nccl,40.10285186767578,45.39710177898407,40.268707275390625,45.54025190972513,0.02,1e-05,False,17.609412506444638,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,190,tensor(0.2009),tensor(0.1929),256,0.002,20000,tensor([2.0913]),3.1,nccl,30.21836280822754,32.54569622119268,29.814516067504883,38.18436226248741,0.02,1e-05,False,24.864922496154083,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,110,tensor(0.2379),tensor(0.2301),256,0.002,20000,tensor([2.8828]),1.775,nccl,39.52939224243164,55.70909775457075,39.57280349731445,51.2758551105647,0.02,1e-05,False,18.795951762102998,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,200,tensor(0.1994),tensor(0.1902),256,0.002,20000,tensor([2.0913]),3.27,nccl,30.711166381835938,36.1544392816091,30.40802001953125,44.35141613006592,0.02,1e-05,False,25.863173260477595,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,120,tensor(0.2378),tensor(0.2345),256,0.002,20000,tensor([2.8828]),1.935,nccl,38.61898422241211,32.79969363742404,38.967586517333984,24.379906103014946,0.02,1e-05,False,19.28906782389159,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,210,tensor(0.1986),tensor(0.1909),256,0.002,20000,tensor([2.0913]),3.432,nccl,30.1428279876709,33.19622722693852,29.660593032836914,59.78096657743057,0.02,1e-05,False,27.252949333809145,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,130,tensor(0.2377),tensor(0.2417),256,0.002,20000,tensor([2.8828]),2.095,nccl,37.58053970336914,46.56825381975908,37.619773864746094,35.035684701497274,0.02,1e-05,False,19.710466291123183,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,220,tensor(0.2004),tensor(0.1973),256,0.002,20000,tensor([2.0913]),3.592,nccl,31.565977096557617,45.535771036904954,31.211149215698242,30.06551348535638,0.02,1e-05,False,27.298812339512725,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,140,tensor(0.2366),tensor(0.2617),256,0.002,20000,tensor([2.8828]),2.254,nccl,37.38740158081055,41.483655548095705,37.128135681152344,35.62225530947311,0.02,1e-05,False,19.244655606407374,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,230,tensor(0.1978),tensor(0.1995),256,0.002,20000,tensor([2.0913]),3.754,nccl,28.995166778564453,22.70084681877723,29.445484161376953,51.662170709263194,0.02,1e-05,False,27.362540619044204,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,150,tensor(0.2371),tensor(0.2591),256,0.002,20000,tensor([2.8828]),2.423,nccl,36.28902053833008,41.232032169103626,36.266151428222656,33.731974879632126,0.02,1e-05,False,18.904932858720592,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,240,tensor(0.1980),tensor(0.2108),256,0.002,20000,tensor([2.0913]),3.915,nccl,30.981216430664062,18.125930786132812,30.523225784301758,39.22732112237385,0.02,1e-05,False,28.599724026160622,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,160,tensor(0.2371),tensor(0.2545),256,0.002,20000,tensor([2.8828]),2.585,nccl,35.64720916748047,18.171748869559345,35.80931091308594,43.561401544078706,0.02,1e-05,False,19.06868838384643,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,250,tensor(0.1985),tensor(0.1952),256,0.002,20000,tensor([2.0913]),4.076,nccl,29.573348999023438,39.99848483059857,29.227731704711914,45.02205076217651,0.02,1e-05,False,26.869423471770894,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,170,tensor(0.2362),tensor(0.2505),256,0.002,20000,tensor([2.8828]),2.741,nccl,36.07748794555664,28.19673647814327,36.124393463134766,44.06238150596619,0.02,1e-05,False,18.908051086740652,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,260,tensor(0.1963),tensor(0.2088),256,0.002,20000,tensor([2.0913]),4.234,nccl,29.69349479675293,49.16182339482191,29.757278442382812,59.46901033426586,0.02,1e-05,False,28.571509899861432,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,180,tensor(0.2345),tensor(0.2499),256,0.002,20000,tensor([2.8828]),2.897,nccl,35.7680549621582,33.09749014146866,35.48724365234375,39.497842635427205,0.02,1e-05,False,18.48988325985295,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,270,tensor(0.1962),tensor(0.2038),256,0.002,20000,tensor([2.0913]),4.399,nccl,28.29254150390625,50.48270068670574,28.46535873413086,34.73287796878046,0.02,1e-05,False,28.600241991069833,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,190,tensor(0.2360),tensor(0.2610),256,0.002,20000,tensor([2.8828]),3.058,nccl,35.35368728637695,46.83325508412193,35.06186294555664,39.232590331435205,0.02,1e-05,False,18.639348303949465,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,280,tensor(0.1978),tensor(0.1967),256,0.002,20000,tensor([2.0913]),4.562,nccl,29.10740852355957,26.56442043414483,28.22844886779785,41.39446148005399,0.02,1e-05,False,29.362494804168914,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,200,tensor(0.2342),tensor(0.2566),256,0.002,20000,tensor([2.8828]),3.222,nccl,35.64897918701172,28.83683811564271,35.190162658691406,34.19426987568537,0.02,1e-05,False,18.272659109686668,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,290,tensor(0.1934),tensor(0.2053),256,0.002,20000,tensor([2.0913]),4.722,nccl,28.640764236450195,46.22488196272599,28.234371185302734,57.53694561549595,0.02,1e-05,False,29.034517316305745,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,210,tensor(0.2334),tensor(0.2493),256,0.002,20000,tensor([2.8828]),3.379,nccl,35.1395263671875,43.199121944184576,34.77632522583008,37.66319448828697,0.02,1e-05,False,17.68625845115372,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,300,tensor(0.1947),tensor(0.1875),256,0.002,20000,tensor([2.0913]),4.883,nccl,28.623598098754883,58.23713794831307,28.56265640258789,42.21622239459645,0.02,1e-05,False,28.765513970035244,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,220,tensor(0.2333),tensor(0.2473),256,0.002,20000,tensor([2.8828]),3.541,nccl,34.98945617675781,62.62092047929764,34.89432144165039,28.968855215657143,0.02,1e-05,False,17.771549478283536,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,310,tensor(0.1929),tensor(0.1886),256,0.002,20000,tensor([2.0913]),5.046,nccl,29.319082260131836,62.467820687727496,28.66441535949707,29.328253890338697,0.02,1e-05,False,29.38892104768924,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,230,tensor(0.2335),tensor(0.2474),256,0.002,20000,tensor([2.8828]),3.702,nccl,34.35327911376953,31.894139028512516,34.30244827270508,25.098817586898804,0.02,1e-05,False,17.896495626430585,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,320,tensor(0.1903),tensor(0.1975),256,0.002,20000,tensor([2.0913]),5.203,nccl,29.177383422851562,38.874694480896,28.629291534423828,42.63388654163906,0.02,1e-05,False,30.057171910903435,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,240,tensor(0.2330),tensor(0.2544),256,0.002,20000,tensor([2.8828]),3.855,nccl,33.349464416503906,37.79405497511228,33.51430130004883,41.87015608049208,0.02,1e-05,False,18.487405376216213,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,330,tensor(0.1907),tensor(0.1981),256,0.002,20000,tensor([2.0913]),5.362,nccl,29.155160903930664,39.52047426998615,29.08817481994629,66.59087914686937,0.02,1e-05,False,29.801790977583757,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,250,tensor(0.2318),tensor(0.2490),256,0.002,20000,tensor([2.8828]),4.016,nccl,32.75973892211914,41.979682788920044,32.84865951538086,17.338511804739635,0.02,1e-05,False,18.751907650323428,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,340,tensor(0.1915),tensor(0.1989),256,0.002,20000,tensor([2.0913]),5.521,nccl,29.322092056274414,61.68512927784639,28.908708572387695,46.468202678780806,0.02,1e-05,False,30.343859784143994,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,260,tensor(0.2315),tensor(0.2399),256,0.002,20000,tensor([2.8828]),4.174,nccl,32.73834228515625,35.70138946533203,32.660377502441406,38.56113038828344,0.02,1e-05,False,19.513949302204352,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,350,tensor(0.1916),tensor(0.2032),256,0.002,20000,tensor([2.0913]),5.681,nccl,30.383468627929688,40.00819449858232,29.82002830505371,63.36620469024216,0.02,1e-05,False,30.802867642941774,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,270,tensor(0.2319),tensor(0.2385),256,0.002,20000,tensor([2.8828]),4.334,nccl,32.267704010009766,36.81643986558685,32.24675369262695,35.91334116458893,0.02,1e-05,False,18.819748265631937,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,360,tensor(0.1893),tensor(0.1965),256,0.002,20000,tensor([2.0913]),5.848,nccl,29.533241271972656,53.07168893019358,29.186473846435547,59.8149884806739,0.02,1e-05,False,31.69064762763474,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,280,tensor(0.2339),tensor(0.2654),256,0.002,20000,tensor([2.8828]),4.492,nccl,29.201152801513672,35.81317615509033,29.49210548400879,43.8443861877596,0.02,1e-05,False,19.19545380950026,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,370,tensor(0.1835),tensor(0.1964),256,0.002,20000,tensor([2.0913]),6.008,nccl,29.619037628173828,70.19704451927772,29.650854110717773,69.89886878257575,0.02,1e-05,False,32.12659713683548,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,290,tensor(0.2136),tensor(0.2219),256,0.002,20000,tensor([2.8828]),4.652,nccl,29.227386474609375,45.53682392390806,29.465744018554688,52.36292747829271,0.02,1e-05,False,19.37467264230074,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,380,tensor(0.1589),tensor(0.1665),256,0.002,20000,tensor([2.0913]),6.167,nccl,32.867759704589844,61.72826354980469,36.344703674316406,109.21861856633967,0.02,1e-05,False,34.10866043425777,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,300,tensor(0.2071),tensor(0.2217),256,0.002,20000,tensor([2.8828]),4.813,nccl,29.868301391601562,45.578488212564714,29.667728424072266,48.083268112606476,0.02,1e-05,False,19.429290265338288,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,390,tensor(0.1460),tensor(0.1410),256,0.002,20000,tensor([2.0913]),6.325,nccl,32.84136962890625,99.86729662041915,33.155452728271484,86.31796063603582,0.02,1e-05,False,35.14740669261021,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,310,tensor(0.2037),tensor(0.2152),256,0.002,20000,tensor([2.8828]),4.969,nccl,29.6429386138916,42.53845686382718,30.251922607421875,50.88143361768415,0.02,1e-05,False,19.123733307632925,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,400,tensor(0.1441),tensor(0.1535),256,0.002,20000,tensor([2.0913]),6.486,nccl,34.07429504394531,87.39901259849812,34.42416000366211,85.38267755508423,0.02,1e-05,False,36.40590099381554,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,320,tensor(0.1994),tensor(0.2031),256,0.002,20000,tensor([2.8828]),5.13,nccl,30.21063232421875,37.38540564026943,30.158916473388672,79.93211733500162,0.02,1e-05,False,19.099428309859807,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,410,tensor(0.1443),tensor(0.1407),256,0.002,20000,tensor([2.0913]),6.647,nccl,38.9388542175293,118.46016404123017,38.487998962402344,127.45657090217837,0.02,1e-05,False,36.37720763963396,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,330,tensor(0.1976),tensor(0.2148),256,0.002,20000,tensor([2.8828]),5.289,nccl,32.2493782043457,83.56039218902588,32.48054885864258,74.12227117353015,0.02,1e-05,False,19.23632910776215,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,420,tensor(0.1424),tensor(0.1514),256,0.002,20000,tensor([2.0913]),6.806,nccl,37.564064025878906,95.24394240746132,37.320255279541016,108.27884089152018,0.02,1e-05,False,36.6287113255253,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,340,tensor(0.1948),tensor(0.2097),256,0.002,20000,tensor([2.8828]),5.448,nccl,37.30408477783203,83.89842920717986,36.20330047607422,90.05496321084364,0.02,1e-05,False,18.943153119291036,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,430,tensor(0.1399),tensor(0.1511),256,0.002,20000,tensor([2.0913]),6.963,nccl,39.84765625,102.57411422729493,40.00849914550781,128.87773895263672,0.02,1e-05,False,36.718587884861606,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,350,tensor(0.1960),tensor(0.2315),256,0.002,20000,tensor([2.8828]),5.607,nccl,40.436004638671875,103.05646743774415,43.5120964050293,106.63634930824747,0.02,1e-05,False,18.896364603312783,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,440,tensor(0.1394),tensor(0.1544),256,0.002,20000,tensor([2.0913]),7.122,nccl,39.0915641784668,153.5989980282991,39.6064453125,132.64368576049804,0.02,1e-05,False,36.304909285011824,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,360,tensor(0.1910),tensor(0.1959),256,0.002,20000,tensor([2.8828]),5.763,nccl,51.431678771972656,143.85997230775894,44.28266525268555,123.85147089276995,0.02,1e-05,False,19.738352006418832,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,450,tensor(0.1378),tensor(0.1489),256,0.002,20000,tensor([2.0913]),7.282,nccl,40.79367446899414,121.72445764541627,41.260215759277344,127.96350229197535,0.02,1e-05,False,36.324551240772244,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,370,tensor(0.1907),tensor(0.2017),256,0.002,20000,tensor([2.8828]),5.921,nccl,47.83775329589844,141.91075955407095,43.64405822753906,115.05056497162464,0.02,1e-05,False,20.05358077680206,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,460,tensor(0.1379),tensor(0.1432),256,0.002,20000,tensor([2.0913]),7.443,nccl,40.45014953613281,98.45317506790161,40.4461669921875,109.99992715744744,0.02,1e-05,False,36.41639034133121,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,380,tensor(0.1908),tensor(0.2003),256,0.002,20000,tensor([2.8828]),6.082,nccl,44.63764953613281,114.55510711669922,43.83049774169922,126.97672418268715,0.02,1e-05,False,20.120353874034723,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,470,tensor(0.1372),tensor(0.1535),256,0.002,20000,tensor([2.0913]),7.601,nccl,42.11732482910156,144.67321529388428,41.430850982666016,181.7048594156901,0.02,1e-05,False,36.7691159661784,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,390,tensor(0.1904),tensor(0.2038),256,0.002,20000,tensor([2.8828]),6.24,nccl,53.39351272583008,111.10523433685303,58.13407516479492,169.69652625719706,0.02,1e-05,False,19.379622999688646,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,480,tensor(0.1377),tensor(0.1480),256,0.002,20000,tensor([2.0913]),7.758,nccl,41.716426849365234,126.61180477455014,41.765262603759766,146.70897543770926,0.02,1e-05,False,36.47873368016743,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,400,tensor(0.1910),tensor(0.1913),256,0.002,20000,tensor([2.8828]),6.397,nccl,62.87274932861328,173.06536356608072,65.14178466796875,121.30538540260464,0.02,1e-05,False,21.252248144090164,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,490,tensor(0.1372),tensor(0.1495),256,0.002,20000,tensor([2.0913]),7.92,nccl,41.944889068603516,128.41623521887738,41.84501266479492,124.64850919000034,0.02,1e-05,False,36.603292072197156,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,410,tensor(0.1887),tensor(0.2040),256,0.002,20000,tensor([2.8828]),6.555,nccl,58.19850158691406,123.23022733415876,64.73918151855469,224.2584457397461,0.02,1e-05,False,21.951587214557993,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,500,tensor(0.1372),tensor(0.1429),256,0.002,20000,tensor([2.0913]),8.081,nccl,42.176734924316406,110.24090544382732,42.28799057006836,167.99644237094455,0.02,1e-05,False,36.635243482953406,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,420,tensor(0.1924),tensor(0.1962),256,0.002,20000,tensor([2.8828]),6.712,nccl,107.63800048828125,365.1168571472168,76.7073974609375,227.81042690934805,0.02,1e-05,False,23.55455031655854,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,510,tensor(0.1363),tensor(0.1361),256,0.002,20000,tensor([2.0913]),8.243,nccl,42.07967758178711,144.4341146295721,42.80152130126953,154.43134435017905,0.02,1e-05,False,36.50390578880432,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,430,tensor(0.1912),tensor(0.1974),256,0.002,20000,tensor([2.8828]),6.867,nccl,62.13223648071289,130.26025113903108,60.46449279785156,11.996294021606445,0.02,1e-05,False,24.154130643080542,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,520,tensor(0.1364),tensor(0.1537),256,0.002,20000,tensor([2.0913]),8.403,nccl,43.19924545288086,135.0863380432129,45.90022277832031,175.36187057495118,0.02,1e-05,False,35.78982541495643,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,440,tensor(0.1874),tensor(0.2027),256,0.002,20000,tensor([2.8828]),7.024,nccl,57.694602966308594,223.06190791882966,66.344970703125,264.7405497233073,0.02,1e-05,False,24.41403026724628,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,530,tensor(0.1345),tensor(0.1344),256,0.002,20000,tensor([2.0913]),8.564,nccl,44.189727783203125,116.28770738966922,43.16538619995117,150.2484245300293,0.02,1e-05,False,35.554290912431085,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,450,tensor(0.1842),tensor(0.1876),256,0.002,20000,tensor([2.8828]),7.181,nccl,165.6328125,392.87010192871094,110.98075103759766,422.64942253960504,0.02,1e-05,False,25.072419322152182,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,460,tensor(0.1802),tensor(0.2054),256,0.002,20000,tensor([2.8828]),7.334,nccl,100.26925659179688,269.1270054408482,85.6797103881836,289.6363212183902,0.02,1e-05,False,24.761093511004077,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,540,tensor(0.1341),tensor(0.1389),256,0.002,20000,tensor([2.0913]),8.723,nccl,47.882869720458984,166.0905847095308,44.6346549987793,182.91696944891237,0.02,1e-05,False,34.714843819888905,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,470,tensor(0.1753),tensor(0.1770),256,0.002,20000,tensor([2.8828]),7.489,nccl,81.99989318847656,236.92224934895833,80.75398254394531,290.76441337948756,0.02,1e-05,False,25.125357270041995,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,550,tensor(0.1328),tensor(0.1385),256,0.002,20000,tensor([2.0913]),8.885,nccl,44.76997375488281,163.29159240722657,43.78936767578125,187.6782081604004,0.02,1e-05,False,34.22833194150753,,30,128,1,0.1,0.0001,20,False,0.05,False
5,20,10,480,tensor(0.1697),tensor(0.1776),256,0.002,20000,tensor([2.8828]),7.647,nccl,96.05607604980469,258.73834800720215,89.6785659790039,239.8410464392768,0.02,1e-05,False,24.56577159696042,,30,128,1,0.1,0.0001,20,False,0.05,False
4,14,0,560,tensor(0.1294),tensor(0.1324),256,0.002,20000,tensor([2.0913]),9.042,nccl,43.54289627075195,176.9323476155599,44.05350112915039,157.1896630648909,0.02,1e-05,False,33.52543456938471,,30,128,1,0.1,0.0001,20,False,0.05,False
