AverageDegree,Iterations,Weights1,Weights2,PerturbedLoss,Acc100,Acc1000,Acc10000,Acc100000
0.04865746278762821	0.9863216685022087	1.0562032518190378	0.9993176377245152	1.0271237064993886	0.9423272515276603	1.012907929619724	1.1656915935527792	0.940639963378891	0.9977630825537991	1.0245770342971416	0.950714086075189	1.0106410708264963	0.9988279043620469	1.1505804751870232	0.969965940953138	0.9476930498012132	1.0239016488381123	0.8832054105388065	0.9844152138439504	0.9066942085308005	0.8694087699540576	0.9755934448522253	1.1061672275303294	1.0205606736072144	0.9476797815662478	0.9615133245729154	0.8856037840796401	0.8815172653534257	1.0205586714470225	0.8776375088977885	0.8643950711960925	1.1190253285124765	0.9469773250574672	0.985709835517233	1.0124184163468093	1.0437388507440937	0.9771689062008918	0.9339937722272087	1.0678506797158587	0.9967592398841068	0.9165538397081773	1.0942612785598866	0.8746068126913212	0.8022780819045305	1.1378245688679003	1.0159021604867167	1.096786110503385	1.0871632971548677	0.887223336305391	1.1105053742708793	1.0161083275059974	1.07427029299248	0.9982670800266535	0.9559899649634805	1.0276416651957763	1.051615996020944	0.8962250454757716	0.8761673627479518	1.0340836574221766
