AverageDegree	Iterations	Weights1	Weights2	PerturbedLoss	Acc100	Acc1000	Acc10000	Acc100000
0.021004244875907914	0.868314571001969	0.9927904558949415	0.9484232787056257	0.9069329651356003	0.8881060489311341	0.9661159247858776	0.9261035821428	0.9516487795270712	0.766993369464519	0.8150745464419489	0.6932645198628384	0.7363829171526325	0.5729985349678267	0.6897934106310749	0.5224523053236426	0.439080598618519	0.4751263263427353	0.4298678424798257	0.445205721774142	0.35055952156630055	0.3048125805897391	0.30510406746702473	0.30132685435114903	0.22353948202032684	0.20898765921874413	0.22195376315486448	0.17907924694463762	0.15592119001091967	0.14713388688362697	0.1388711532660121	0.1184646822851466	0.1194420910326701	0.11080938210111549	0.10177837810986712	0.09098802496929266	0.08969480287388455	0.08232176665404359	0.07691986502990783	0.07309875209108344	0.05740138529686161	0.08104226198413322	0.06706979403921368	0.06537721035440558	0.05891036038298335	0.054535855078136034	0.07101816414437052	0.05551209871418862	0.05610283532360784	0.056237818406747825	0.05686106887603675	0.05724242251708093	0.049013122963611114	0.0558093646983827	0.057624219073889545	0.08432465723380983	0.05372537877940721	0.054226666938001725	0.07742984882844353	0.05037225169341035
